account_id,line_type,amount,fee,valuation,cash_flow,month_start_mv,month_end_mv
S002933,DIVIDEND,23.98,0.0,-24.2,48.18,5214.92,5238.12
S002148,ADJUSTMENT,581.47,-57.3,431.48,207.29,38736.93,39313.67
S002656,TRADE,1585.89,0.0,1080.23,505.67,23368.72,24981.85
S002435,INTEREST,620.0,-951.9155000000001,330.74,289.25,19038.31,19663.57
S002204,TRADE,23.6,0.0,71.15,-47.55,4889.21,4910.22
S002359,TRADE,-316.21,0.0,-213.53,-102.68,14081.07,13783.38
S002447,DIVIDEND,417.67,0.0,114.03,303.64,17010.23,17440.66
S002520,TRADE,233.06,0.0,96.16,136.9,7982.91,8202.85
S002697,TRADE,1521.74,0.0,1182.34,339.4,21715.76,23239.47
S002728,DIVIDEND,-477.16,0.0,50.76,-527.92,24829.94,24361.46
S002106,TRADE,170.39,0.0,51.32,119.08,7685.06,7851.26
S002880,INTEREST,483.19,0.0,668.5,-185.31,32794.02,33305.94
S003042,INTEREST,810.68,0.0,645.54,165.14,29905.25,30732.89
S003126,TRADE,51.03,0.0,64.09,-13.07,6459.65,6509.78
S002375,TRADE,128.14,0.0,222.73,-94.59,8201.24,8318.8
S002893,TRADE,70.13,0.0,38.46,31.67,5763.08,5819.63
S003171,TRADE,-489.1,0.0,-161.88,-327.22,20344.54,19862.02
S002222,TRADE,80.8,0.0,36.62,44.18,5758.83,5832.75
S002994,DIVIDEND,531.48,0.0,341.85,189.64,16045.17,16591.13
S002993,DIVIDEND,-770.18,0.0,-360.6,-409.59,9497.51,8722.35
S002869,INTEREST,394.5,0.0,402.53,-8.04,10466.58,10852.71
S003149,TRADE,-81.75,0.0,-110.15,28.39,23415.11,23348.9
S002292,DIVIDEND,-124.5,0.0,-62.9,-61.6,17402.73,17296.23
S002431,ADJUSTMENT,-122.53,-4.09,-62.86,-55.58,3684.61,3562.97
S003074,FEE,1005.94,-18.34,888.01,136.26,23978.92,25008.1
S002540,TRADE,1037.06,0.0,-533.39,1570.45,85656.69,86755.34
S002594,TRADE,78.42,0.0,-32.16,110.57,3721.85,3799.84
S002082,TRADE,-243.48,0.0,-243.5,0.02,14193.06,13973.71
S002237,FEE,409.32,-2.17,382.09,29.4,15727.59,16136.17
S002495,DIVIDEND,-85.91,0.0,-155.77,69.85,15527.54,15480.11
S002622,TRADE,-59.33,0.0,78.8,-138.13,8294.82,8231.8
S003135,TRADE,257.7,0.0,201.01,56.69,8139.93,8388.71
S002010,FEE,-48.89,-19.38,120.4,-149.92,12971.11,12907.5
S003080,ADJUSTMENT,-5.37,-168.913,62.98,-65.24,3378.26,3373.17
S002916,INTEREST,33.17,0.0,75.99,-42.82,23399.17,23407.35
S002397,DIVIDEND,1938.33,0.0,1008.83,929.49,39349.77,41220.55
S002701,INTEREST,1834.76,0.0,1275.79,558.97,69644.08,71415.78
S002611,TRADE,1115.99,0.0,257.07,858.92,48203.33,49314.13
S002486,FEE,-1371.65,-26.68,-1247.92,-97.05,37098.95,-35657.08
S002976,DIVIDEND,174.31,0.0,11.9,162.41,17301.38,17498.42
S003126,TRADE,293.25,0.0,1161.67,-868.42,42919.61,43165.88
S003082,TRADE,732.95,0.0,406.08,326.87,11415.58,12173.28
S002279,FEE,249.84,-1.25,144.76,106.33,8239.49,8505.44
S002834,DIVIDEND,130.44,0.0,310.0,-179.56,35574.46,35681.33
S002094,TRADE,87.35,0.0,41.76,45.6,5231.63,5317.82
S002434,TRADE,388.32,0.0,343.11,45.2,23658.83,24078.33
S002478,TRADE,278.2,0.0,87.69,190.51,8609.27,8883.29
S002766,TRADE,478.6,0.0,115.5,363.1,15021.13,15514.23
S002254,TRADE,262.76,0.0,119.9,142.87,12872.42,13138.04
S002109,DIVIDEND,159.93,0.0,159.33,0.61,3557.91,3723.61
S002209,TRADE,294.67,0.0,102.54,192.13,8949.03,9247.07
S002758,DIVIDEND,1486.57,0.0,778.84,707.72,47683.73,49164.31
S002924,TRADE,-269.71,0.0,-117.62,-152.1,19882.77,19613.27
S002036,TRADE,174.16,0.0,123.64,50.52,3624.07,3798.03
S002097,TRADE,-11.51,0.0,3.52,-15.03,5373.11,5355.55
S003039,TRADE,-1279.37,0.0,64.13,-1343.5,33583.87,32297.88
S002754,FEE,532.43,-57.55,89.91,500.07,34178.7,34675.28
S003156,TRADE,-98.22,0.0,3319.7200000000003,-320.1,0.0,11598.6
S003189,TRADE,39.92,0.0,365.99,-326.08,17773.28,17838.78
S002132,TRADE,482.22,0.0,129.74,352.49,25125.16,25595.53
S002592,TRADE,424.01,0.0,450.23,-26.23,14263.97,14685.17
S002585,INTEREST,407.99,0.0,311.71,96.29,8781.46,9185.39
S003175,TRADE,-1607.76,0.0,-258.93,-1348.83,39149.0,37593.17
S002372,FEE,1280.57,-0.2,596.8,683.98,31462.75,32734.79
S002032,TRADE,-188.85,0.0,-370.03,181.18,19470.44,19270.16
S002927,TRADE,433.35,0.0,216.91,216.44,15961.78,16413.65
S002522,TRADE,-210.07,0.0,-47.6,-162.47,6422.58,6211.89
S003193,DIVIDEND,-324.22,0.0,97.17,-421.38,12008.83,11680.46
S002339,DIVIDEND,-421.56,0.0,-298.27,-123.28,20239.45,19792.56
S002825,FEE,140.41,-7.1,-163.81,311.33,10886.59,11030.27
S003173,TRADE,671.41,0.0,-296.41,967.82,29358.49,30043.35
S002861,FEE,81.74,-19.07,144.98,-44.16,10364.23,10458.35
S003172,FEE,-16.52,-10.04,14.63,-21.11,5391.14,5372.93
S002769,TRADE,-646.15,0.0,-450.53,-195.61,10699.94,10063.82
S002607,TRADE,1.5,0.0,83.36,-81.86,11061.87,11050.29
S003131,FEE,188.5,-4.85,109.52,83.83,4022.57,4216.89
S002934,INTEREST,37.84,0.0,-12.86,50.7,8960.54,8996.32
S002183,FEE,777.54,-913.2685,756.52,33.46,18265.37,19068.95
S003069,DIVIDEND,129.17,0.0,34.06,95.11,36602.33,36737.28
S002605,TRADE,157.0,0.0,470.73,-313.73,27503.57,27654.57
S002297,TRADE,227.91,0.0,120.5,107.42,4748.21,4976.0
S003096,TRADE,-1627.92,0.0,-2224.34,596.42,46560.93,44986.2
S002749,TRADE,38.16,0.0,199.72,-161.55,6496.7,6536.19
S003186,DIVIDEND,-223.68,0.0,-129.93,-93.74,5977.03,5764.21
S002786,DIVIDEND,-193.57,0.0,-111.87,-81.7,3568.67,3379.31
S003164,ADJUSTMENT,-46.38,-4.6,79.34,-121.12,5176.73,5120.16
S002508,TRADE,-2678.81,0.0,-1056.11,-1622.7,70712.43,68088.42
S002300,TRADE,208.78,0.0,237.28,-28.5,7394.42,7606.86
S002676,FEE,-131.86,-7.17,95.07,-219.77,14478.4,14349.59
S003157,TRADE,501.31,0.0,356.2,145.11,36279.63,36806.27
S002210,TRADE,134.48,0.0,237.91,-103.43,21949.38,22106.01
S002602,TRADE,-460.31,0.0,-839.64,379.33,27397.12,26885.78
S002043,FEE,78.65,-5.06,224.88,-141.18,24062.19,24137.9
S003024,TRADE,155.72,0.0,162.35,-6.63,8869.53,9035.44
S002634,FEE,-970.22,-1.08,-312.32,-656.82,18388.53,17432.54
S003166,DIVIDEND,63.05,0.0,-22.99,86.04,9485.95,9548.56
S002398,TRADE,285.66,0.0,150.64,135.02,5055.55,5337.2
S002358,DIVIDEND,-82.75,0.0,84.25,-167.01,11014.53,10917.67
S002389,INTEREST,-229.96,0.0,-215.13,-14.83,32713.95,32444.96
S002221,TRADE,335.61,0.0,148.88,186.73,12440.16,12770.99
S002378,INTEREST,-98.1,0.0,-157.12,59.01,8161.88,8083.35
S002456,ADJUSTMENT,154.71,-1.5,173.24,-17.03,8442.59,8587.31
S002602,TRADE,690.78,0.0,414.33,276.44,15656.92,16357.45
S002289,INTEREST,22.73,0.0,-21.87,44.6,16703.99,16723.3
S002880,DIVIDEND,165.81,0.0,369.48,-203.67,14219.45,14402.36
S002827,TRADE,213.94,0.0,65.51,148.43,5953.14,6168.55
S003154,DIVIDEND,-42.51,0.0,-126.76,84.24,4884.59,4841.1
S003146,INTEREST,18.17,0.0,-28.45,46.62,7704.89,7717.71
S002112,FEE,166.16,-6.38,197.56,-25.02,8777.86,8943.46
S002835,FEE,-538.17,-5.41,-342.13,-190.63,9670.79,9133.74
S002047,FEE,247.08,-6.16,274.34,-21.1,9755.87,9997.67
S003142,FEE,235.59,-14.8,-47.04,297.44,14447.08,14690.0
S002968,TRADE,-276.93,0.0,-216.9,-60.03,15891.36,15607.45
S002317,ADJUSTMENT,294.49,-2.61,206.07,91.03,16341.66,16618.09
S002815,FEE,-191.79,-4.33,-81.33,-106.13,6263.99,6086.01
S002241,DIVIDEND,1053.38,0.0,245.43,807.95,28590.59,29607.54
S002936,TRADE,323.86,0.0,130.99,192.87,12830.2,13152.64
S002855,TRADE,101.01,0.0,104.01,-3.0,5405.92,5505.9
S002062,DIVIDEND,145.97,0.0,-5.07,151.03,8672.17,8805.67
S002905,FEE,-4942.4,-116.4,-2739.75,-2086.25,91680.18,86446.57
S002356,DIVIDEND,462.48,0.0,-52.31,514.79,18632.14,19091.0
S002442,INTEREST,-440.35,0.0,-350.76,-89.59,8927.53,8472.7
S002633,DIVIDEND,-140.36,0.0,-113.17,-27.2,5903.85,5764.87
S003150,TRADE,-209.64,0.0,103.21,-312.85,13834.9,13616.04
S002467,INTEREST,-963.25,0.0,-258.63,-704.62,43110.94,42172.1
S003064,ADJUSTMENT,961.87,-11.56,1045.38,-71.96,21752.81,22711.61
S002451,TRADE,865.04,0.0,706.68,158.36,19277.46,20127.21
S002667,DIVIDEND,390.01,0.0,37.98,352.03,9211.45,9600.4
S002740,TRADE,79.6,0.0,-112.17,191.77,12345.97,12452.11
S002499,TRADE,5.13,0.0,39.24,-34.11,2673.35,2681.94
S003065,DIVIDEND,-463.73,0.0,-486.84,23.1,20535.96,20019.42
S002283,TRADE,757.99,0.0,332.0,425.99,27083.59,27815.91
S003149,TRADE,628.47,0.0,-50.55,679.02,49207.5,49806.22
S002035,FEE,94.31,-16.69,492.96,-381.97,18539.03,18632.26
S002583,FEE,928.32,-51.16,1854.59,-875.12,38080.32,39019.88
S002006,INTEREST,-285.92,0.0,61.91,-347.83,14800.98,14510.16
S002705,TRADE,-347.59,0.0,-132.9,-214.69,14175.3,13826.69
S002834,FEE,-211.71,-11.76,313.07,-513.02,32617.97,32433.03
S002241,TRADE,47.37,0.0,299.34,-251.97,12075.73,12117.24
S002291,TRADE,295.27,0.0,283.34,11.93,8581.58,8867.8
S003159,TRADE,-367.92,0.0,-341.5,-26.43,9498.51,9112.92
S002889,TRADE,113.35,0.0,242.34,-128.99,9680.7,9793.99
S002699,TRADE,585.0,0.0,143.43,441.57,24804.48,25388.22
S002061,DIVIDEND,-34.64,0.0,-45.77,11.12,9050.42,9011.22
S003124,TRADE,831.23,0.0,189.92,641.31,28945.59,29736.78
S002301,TRADE,-227.82,0.0,2.73,-230.55,18100.05,17880.58
S002831,FEE,651.44,-10.24,438.25,223.43,13747.72,14403.93
S002734,TRADE,97.14,0.0,185.79,-88.65,16684.93,16756.73
S003115,TRADE,427.14,0.0,112.67,314.47,7019.08,7450.8
S002300,TRADE,-849.89,0.0,-853.4,3.5,17618.54,16786.16
S002889,TRADE,263.29,0.0,5211.35,46.36,0.0,21056.75
S002544,TRADE,1112.23,0.0,538.27,573.96,17369.09,18485.14
S002191,TRADE,-25.84,0.0,-1403.72,1377.88,47823.54,47790.35
S003127,FEE,30.21,-0.68,152.64,-121.75,6288.93,6316.49
S002783,TRADE,632.96,0.0,516.21,116.75,12562.19,13198.51
S003173,TRADE,-140.72,0.0,-107.88,-32.84,10835.95,10687.93
S002774,TRADE,122.99,0.0,503.05,-380.06,23797.21,23895.7
S002705,TRADE,-86.25,0.0,-165.45,79.2,6920.79,6826.62
S002833,FEE,-81.36,-30.63,-24.51,-26.22,20562.18,20458.73
S002149,TRADE,317.47,0.0,263.27,54.2,10276.36,10589.49
S002443,TRADE,457.91,0.0,-362.1,820.01,27742.99,28229.22
S002030,TRADE,-418.25,0.0,-254.14,-164.1,15633.43,15219.83
S003150,TRADE,193.15,0.0,184.15,9.0,4530.8,4725.37
S002986,FEE,-343.65,-6.82,-75.11,-261.72,7131.53,6791.83
S002872,TRADE,-442.42,0.0,278.01,-720.42,24677.99,24256.47
S002201,FEE,1927.09,-28.96,960.87,995.18,31721.64,33648.8
S002298,DIVIDEND,80.39,0.0,93.94,-13.55,5949.56,6033.1
S002389,TRADE,-72.66,0.0,11.11,-83.77,3068.96,2989.78
S003082,DIVIDEND,-0.43,0.0,69.42,-69.85,11881.0,11879.59
S002642,INTEREST,-1076.53,0.0,-379.19,-697.34,20916.95,19835.49
S003170,DIVIDEND,8.52,0.0,-180.0,188.51,8239.11,8248.04
S002689,TRADE,-485.26,0.0,-224.28,-260.99,22891.96,22424.01
S002246,TRADE,581.03,0.0,181.11,399.92,17839.76,18411.83
S002515,DIVIDEND,-24.04,0.0,-172.4,148.36,9427.78,9405.23
S002393,DIVIDEND,-241.56,0.0,-262.97,21.41,7110.12,6878.85
S002546,TRADE,257.87,0.0,-53.64,311.52,27285.16,27526.93
S002816,TRADE,25.98,0.0,28.76,-2.78,12260.52,12287.19
S003108,TRADE,696.41,0.0,578.51,117.89,16720.44,17430.36
S002305,DIVIDEND,3.09,0.0,61.44,-58.35,5005.13,5009.43
S002492,FEE,1069.55,-25.03,1305.08,-210.5,21924.03,22970.73
S002636,FEE,-4.54,-5.82,-167.64,168.91,8439.64,8432.95
S003042,TRADE,585.71,0.0,424.19,161.53,25428.81,26030.92
S002556,TRADE,282.86,0.0,-8.5,291.36,22318.8,22617.18
S002083,ADJUSTMENT,-392.48,-17.33,122.08,-497.23,16598.61,16196.86
S002060,TRADE,-91.42,0.0,100.34,-191.76,4311.2,4216.55
S002336,FEE,740.22,-0.0,414.85,325.37,12489.54,13246.89
S002979,TRADE,197.71,0.0,176.13,21.58,7257.82,7453.64
S002458,TRADE,365.43,0.0,95.58,269.85,7126.31,7496.18
S002002,TRADE,-349.63,0.0,360.2,-709.83,25443.15,25080.84
S002013,TRADE,300.88,0.0,161.71,139.18,9209.08,9529.79
S003052,TRADE,-105.1,0.0,-41.42,-63.67,8505.51,8394.4
S002889,TRADE,380.22,0.0,88.26,291.96,12753.79,13118.5
S002800,FEE,265.91,-4.92,96.06,174.77,10844.75,11093.78
S002797,TRADE,275.62,0.0,46.7,228.92,13321.03,13591.08
S002128,TRADE,91.62,0.0,444.12,-352.5,29858.66,29923.19
S002112,DIVIDEND,-248.74,0.0,-208.6,-40.14,8124.38,7871.31
S002239,FEE,-327.03,-28.8,-1238.86,940.63,44737.8,44355.24
S002792,TRADE,-470.73,0.0,-376.11,-94.62,32414.25,31961.1
S003031,FEE,58.78,-3.09,88.82,-26.95,4730.58,4791.3
S002413,DIVIDEND,-32.3,0.0,-153.05,120.75,10000.26,9973.54
S002153,DIVIDEND,-36.61,0.0,-11.82,-24.79,1906.94,1871.92
S002166,TRADE,832.13,0.0,373.54,458.58,30708.97,31540.42
S002395,TRADE,-15.25,0.0,165.26,-180.51,7842.16,7833.95
S002685,FEE,162.06,-1.14,311.69,-148.49,6681.45,6853.41
S002052,DIVIDEND,-718.83,0.0,-349.12,-369.71,12081.12,11342.75
S002098,TRADE,-10.35,0.0,-155.29,144.94,14995.13,15001.58
S002135,TRADE,-126.22,0.0,-80.14,-46.08,2805.21,2677.86
S002768,DIVIDEND,-1440.51,0.0,4384.58,-5825.08,140392.64,139180.66
S003080,INTEREST,125.03,0.0,-124.93,249.96,20468.72,20581.67
S002114,TRADE,-720.34,0.0,-289.22,-431.12,13318.32,12590.82
S002571,DIVIDEND,91.78,0.0,83.56,8.22,6319.28,6410.0
S002164,DIVIDEND,494.08,0.0,334.14,159.94,12798.83,13276.45
S002600,FEE,-106.23,-2.64,-29.98,-73.61,2654.08,2550.97
S002149,TRADE,208.89,0.0,125.37,83.52,4747.48,4955.55
S002658,INTEREST,-125.76,0.0,65.33,-191.08,9880.28,9740.02
S002111,INTEREST,201.51,0.0,76.16,125.35,6880.14,7087.32
S002928,TRADE,-119.34,0.0,-81.73,-37.61,4254.84,4136.69
S002835,TRADE,-19.39,0.0,94.8,-114.19,5306.8,5278.11
S002362,DIVIDEND,142.38,0.0,52.95,89.43,16485.34,16596.84
S003068,INTEREST,270.14,0.0,347.71,-77.57,13234.99,13506.32
S002401,TRADE,52.02,0.0,-21.41,73.43,4882.82,4933.58
S003192,DIVIDEND,1325.61,0.0,756.25,569.37,29116.05,30477.04
S002907,FEE,-150.51,-6.82,-177.98,34.29,5526.5,5375.15
S002842,DIVIDEND,-787.58,0.0,-405.33,-382.26,14832.77,14044.26
S002294,DIVIDEND,-35.1,0.0,178.76,-213.87,26132.0,26093.18
S002103,TRADE,-92.49,0.0,-32.95,-59.55,17608.36,17492.25
S002754,TRADE,-272.96,0.0,-224.8,-48.16,9215.74,8952.71
S002451,DIVIDEND,596.45,0.0,743.88,-147.43,17621.32,-18257.26
S002573,TRADE,415.09,0.0,127.16,287.93,10282.67,10696.59
S002553,TRADE,285.53,0.0,217.55,67.98,9945.8,-10243.11
S002034,DIVIDEND,-340.33,0.0,-548.32,207.99,24397.77,24114.97
S003014,DIVIDEND,445.03,0.0,347.62,97.41,16587.24,17044.6
S002902,TRADE,70.59,0.0,-117.02,187.61,5657.8,5725.45
S002906,TRADE,501.91,0.0,323.97,177.94,14984.01,-15490.65
S002576,TRADE,-224.38,0.0,47.01,-271.39,18874.58,18622.63
S002800,TRADE,-226.33,0.0,5.8,-232.13,16523.55,16296.06
S002332,TRADE,160.98,0.0,424.54,-263.57,22813.08,22985.87
S002119,TRADE,-103.67,0.0,48.73,-152.41,10066.61,9950.97
S002919,TRADE,-238.23,0.0,-93.14,-145.08,10768.52,10516.51
S002286,INTEREST,-545.19,0.0,-43.5,-501.69,19816.83,19285.54
S002825,TRADE,-1081.25,0.0,-1694.08,612.83,35851.94,34740.14
S002843,INTEREST,389.22,0.0,285.73,103.49,10805.39,11217.56
S002266,DIVIDEND,419.66,0.0,833.11,-413.45,23779.58,24207.2
S002280,INTEREST,-162.04,0.0,-299.28,137.24,13686.52,13505.76
S002705,TRADE,-59.5,0.0,-264.65,205.15,12898.38,12821.08
S002039,TRADE,71.0,-347.1295,17.48,53.52,6942.59,7015.14
S003137,TRADE,82.48,0.0,56.77,25.72,3811.82,3900.65
S002188,TRADE,140.74,0.0,-106.65,247.39,18091.95,18223.34
S003007,DIVIDEND,87.97,0.0,304.45,-216.48,13009.16,13091.57
S002971,DIVIDEND,158.1,0.0,44.5,113.61,5022.49,5173.14
S002787,FEE,281.33,-7.0,276.17,12.16,10982.15,11260.35
S002097,FEE,11.33,-14.16,-164.46,189.95,18546.76,18551.13
S002329,INTEREST,6.85,0.0,224.16,-217.31,11959.55,11985.14
S003157,FEE,353.68,-20.27,-60.71,434.66,16572.72,16944.15
S002136,DIVIDEND,50.4,0.0,77.75,-27.35,13050.72,13113.69
S002539,DIVIDEND,-486.19,0.0,-289.1,-197.1,74393.07,73998.44
S002046,FEE,25.2,-0.68,129.78,-103.9,5805.79,5828.11
S002813,INTEREST,37.9,0.0,232.85,-194.95,13276.13,13315.8
S003073,TRADE,22.35,-248.90949999999998,163.01,-140.67,4978.19,5007.2
S003092,DIVIDEND,-208.91,0.0,-6.55,-202.36,9652.52,9444.47
S002538,TRADE,564.07,0.0,194.36,369.7,14996.29,15569.2
S002137,DIVIDEND,-557.64,0.0,357.09,-914.73,38372.8,37815.12
S002399,DIVIDEND,735.77,0.0,868.53,-132.77,20323.79,21058.1
S002406,TRADE,-10.0,0.0,-37.88,27.89,5083.73,5071.28
S002415,TRADE,-89.05,0.0,-97.59,8.54,4005.99,3919.85
S002929,DIVIDEND,9.18,0.0,-24.61,33.78,10133.8,10152.51
S002475,DIVIDEND,270.39,0.0,301.52,-31.13,20683.21,20929.38
S002182,FEE,-86.34,-3.16,-24.55,-58.63,3642.33,3553.54
S002271,INTEREST,-443.3,0.0,-357.3,-86.0,27567.37,27097.64
S002643,FEE,450.12,-7.34,359.59,97.86,6854.96,7304.17
S002732,INTEREST,-149.45,0.0,-5.51,-143.95,7055.4,6908.83
S002350,DIVIDEND,-80.67,0.0,-47.08,-33.59,15832.95,15743.4
S002414,TRADE,66.6,0.0,26.65,39.95,10909.95,10959.92
S002706,TRADE,-822.94,0.0,159.9,-982.84,31356.84,30582.74
S002821,TRADE,-421.1,0.0,-245.94,-175.16,6028.74,5612.92
S002222,TRADE,34.53,0.0,95.41,-60.88,8362.79,8388.48
S002956,DIVIDEND,-167.91,0.0,40.96,-208.87,11561.14,11406.74
S003115,INTEREST,0.03,0.0,165.13,-165.09,13248.91,13264.65
S002162,TRADE,-4.39,0.0,-34.12,29.74,12478.21,12476.22
S002950,DIVIDEND,179.22,0.0,-42.78,222.0,12151.99,12338.24
S002021,DIVIDEND,1083.76,0.0,727.23,356.52,19229.95,20268.04
S002419,TRADE,169.44,0.0,145.76,23.68,6260.4,6431.07
S002336,DIVIDEND,-112.21,0.0,-366.93,254.72,16110.79,15999.61
S002208,FEE,159.32,-6.36,86.34,79.34,7622.58,7779.46
S002160,DIVIDEND,952.76,0.0,445.76,507.0,17072.01,18026.29
S002334,TRADE,-477.01,0.0,-341.84,-135.18,19208.91,18693.67
S002000,TRADE,559.28,0.0,298.08,261.2,38896.71,39458.82
S002777,TRADE,144.48,0.0,47.36,97.12,12707.84,12844.82
S002230,TRADE,-1399.72,0.0,-722.07,-677.65,30997.81,29553.58
S002448,DIVIDEND,119.2,0.0,234.71,-115.5,11029.33,11145.83
S002864,DIVIDEND,-109.02,0.0,-3.7,-105.31,4844.05,4732.28
S002487,FEE,499.66,-6.14,121.54,384.26,7335.57,7827.02
S003051,FEE,1414.5,-9.68,1127.92,296.26,27565.54,28994.37
S002650,DIVIDEND,2471.93,0.0,-92.16,2564.1,66113.63,68617.45
S002271,TRADE,-140.0,0.0,-682.24,542.23,22630.8,22503.7
S002957,TRADE,363.39,0.0,419.36,-55.98,8498.13,8865.71
S003015,INTEREST,-130.37,0.0,-252.3,121.93,20383.77,20266.31
S003118,TRADE,528.16,0.0,513.22,14.94,12493.49,13009.97
S003174,TRADE,-5.78,0.0,65.92,-71.7,5992.49,5986.5
S002706,TRADE,467.19,0.0,226.56,240.62,9241.85,9726.32
S002770,TRADE,-205.67,0.0,5.36,-211.03,14119.41,13919.34
S002248,DIVIDEND,52.7,0.0,-172.67,225.38,29806.77,29874.3
S002389,INTEREST,-245.89,0.0,-126.5,-119.4,7416.0,7168.83
S002446,TRADE,282.52,0.0,105.82,176.7,5657.93,5943.37
S002916,TRADE,192.46,0.0,27.69,164.77,8142.67,8341.36
S002152,DIVIDEND,-321.62,0.0,-502.41,180.78,24006.63,23688.55
S003116,TRADE,17.01,0.0,-565.23,582.25,31630.11,31591.8
S002607,TRADE,330.6,0.0,171.17,159.42,9766.08,10109.91
S002628,INTEREST,156.89,0.0,118.31,38.59,4728.18,4883.11
S002541,DIVIDEND,342.49,0.0,39.17,303.32,21694.84,22051.8
S002100,FEE,152.17,-8.71,-15.57,176.45,8457.68,8615.72
S002345,TRADE,20.82,0.0,32.19,-11.37,3239.91,3260.82
S003185,TRADE,-23.46,0.0,488.56,-512.02,24853.74,24793.24
S002661,ADJUSTMENT,39.45,-9.05,192.56,-144.06,8659.15,8693.54
S002097,DIVIDEND,-67.96,0.0,142.61,-210.57,4026.8,3958.25
S002288,ADJUSTMENT,423.14,-1.24,241.5,182.88,7088.32,7511.67
S002810,INTEREST,725.44,0.0,582.71,142.73,14961.75,15673.69
S002602,TRADE,564.32,0.0,603.13,-38.81,30098.89,30683.22
S003045,TRADE,-374.89,0.0,226.54,-601.43,14162.22,13770.86
S002088,INTEREST,-612.35,0.0,-402.96,-209.39,14962.99,14358.27
S002193,ADJUSTMENT,-296.52,-1351.9325000000001,-269.17,-0.3,27038.65,26758.7
S002883,ADJUSTMENT,-79.43,-10.33,-20.92,-48.17,7658.34,7595.66
S002564,TRADE,745.85,0.0,-191.54,937.4,20223.9,20971.02
S002583,TRADE,-91.68,0.0,-91.41,-0.27,2768.65,2673.38
S002108,INTEREST,67.13,0.0,91.13,-23.99,3102.59,3171.32
S002484,INTEREST,225.02,0.0,66.42,158.6,4112.28,4337.43
S002925,ADJUSTMENT,229.67,-7.6,154.14,83.13,9564.96,9820.29
S002419,TRADE,-439.53,0.0,-80.04,-359.49,6776.33,6336.08
S002512,TRADE,-302.8,0.0,-53.71,-249.09,25938.65,25586.23
S002208,DIVIDEND,-596.7,0.0,-184.77,-411.93,20231.15,19633.76
S002815,DIVIDEND,-95.37,0.0,118.32,-213.69,12751.14,12646.4
S002963,DIVIDEND,-1967.66,0.0,5561.530000000001,-758.55,0.0,22807.65
S003094,TRADE,1014.6,0.0,-80.35,1094.95,45107.11,46139.48
S002221,INTEREST,369.95,0.0,230.21,139.74,13848.53,14237.36
S002290,DIVIDEND,-35.8,0.0,18.76,-54.57,11144.51,11138.58
S002948,TRADE,-101.42,0.0,163.38,-264.81,13016.68,12909.94
S003023,INTEREST,259.13,0.0,536.33,-277.2,32323.55,32548.7
S003051,TRADE,-42.57,0.0,-76.44,33.87,14605.46,14564.52
S002348,TRADE,-134.98,0.0,-240.22,105.23,11372.97,11227.53
S002382,INTEREST,-520.63,0.0,-402.8,-117.83,9837.13,9317.21
S002153,DIVIDEND,325.94,0.0,352.93,-26.98,9232.28,9554.24
S002028,INTEREST,216.81,0.0,-75.69,292.5,26458.37,26709.44
S002330,FEE,208.93,-3.49,147.6,64.82,7571.92,7768.72
S002188,DIVIDEND,93.73,0.0,-187.92,281.65,34755.63,34873.41
S003006,TRADE,-449.61,0.0,-295.68,-153.93,15813.03,15362.15
S003098,TRADE,189.2,0.0,104.3,84.9,13709.38,13910.95
S002373,DIVIDEND,-489.05,0.0,-217.57,-271.48,12173.92,11684.27
S002209,TRADE,343.56,0.0,246.68,96.89,38315.87,38667.58
S002396,TRADE,-556.85,0.0,-1050.36,493.51,26448.82,25909.93
S002534,TRADE,57.25,0.0,96.9,-39.65,10219.61,10293.86
S003063,DIVIDEND,264.2,0.0,126.7,137.5,9209.66,9477.36
S002859,TRADE,-32.49,0.0,35.22,-67.71,4116.09,4093.33
S002351,FEE,160.88,-6.19,174.54,-7.48,7571.37,7741.49
S003172,FEE,119.41,-29.14,602.58,-454.02,25683.58,25740.41
S003118,TRADE,64.11,0.0,120.92,-56.81,11588.78,11664.38
S002696,TRADE,462.52,0.0,99.42,363.1,10686.54,11136.32
S003006,TRADE,960.53,0.0,454.33,506.21,14299.7,15268.11
S002896,TRADE,-406.55,0.0,-75.23,-331.31,15597.45,15215.12
S002478,TRADE,1262.72,0.0,471.8,790.92,35874.45,37186.1
S002872,TRADE,187.27,0.0,550.7,-363.42,35479.37,35738.66
S002474,INTEREST,-150.1,0.0,-44.62,-105.48,4381.05,4238.19
S003104,TRADE,50.42,0.0,144.28,-93.86,6633.08,6687.98
S002497,TRADE,126.36,0.0,-12.38,138.74,11194.74,11327.01
S002235,TRADE,4179.33,0.0,1020.06,3159.27,94413.53,98657.47
S003055,FEE,481.82,-10.76,186.61,305.97,12984.98,13462.98
S002362,TRADE,-143.29,0.0,131.41,-274.71,9691.76,9551.61
S003113,FEE,195.57,-21.47,544.72,-327.68,15960.69,16178.12
S002652,FEE,-228.38,-10.11,-76.05,-142.22,22076.24,21865.57
S002836,TRADE,727.13,0.0,-474.85,1201.98,15692.53,16409.74
S002059,DIVIDEND,-194.11,0.0,4.84,-198.95,8806.24,8600.29
S002693,FEE,447.41,-3.91,311.26,140.06,9480.26,9929.0
S002468,DIVIDEND,121.49,0.0,-236.02,357.52,11163.2,11259.49
