account_id,ticker,lot_id,trade_date,quantity,cost_basis
A001521,SHEL,LOT17dbae81c3,2025-05-05,10,391.72
A001394,SPY,LOTbe16071aa9,2025-08-07,44,305.14
A001047,ABNB,LOTea7902f30e,2024-03-31,33,79.23
A001312,UNH,LOT2a92ba7956,2024-08-29,20,400.92
A001235,LIN,LOT0e3125507b,2025-01-27,20,361.91
A001060,PEP,LOT37ec599d94,2025-04-18,24,214.81
A001450,NVDA,LOT357840b1c8,2023-09-29,4,377.52
A001259,BAC,LOTfe15279ebb,2024-11-30,22,355.03
A001986,PG,LOT8d07cdf06f,2025-06-04,35,406.21
A001713,EEM,LOT0367137eea,2024-02-20,5,203.68
A001602,NKE,LOTc38c6ef121,2024-04-17,19,331.86
A001893,ORCL,LOT4b021b4ef8,2024-07-24,50,221.53
A001395,WMT,LOT9a74a28df5,2025-03-13,20,235.58
A001405,TLT,LOTe437db7dd6,2024-11-23,34,511.13
A001804,TSLA,LOT78dd854e78,2024-01-18,34,441.51
A001638,MA,LOT0600fa9cd9,2025-02-08,5,405.37
A001999,CRM,LOT9814c8c080,2024-06-07,29,141.96
A001867,SPY,LOTc157888337,2024-12-02,99,252.71
A001652,IVV,LOT3fbfb5b260,2025-05-19,27,499.51
A001784,CRM,LOT5c8e75c6fd,2025-02-14,29,118.39
A001722,ADBE,LOT4427f7cfad,2023-11-29,28,141.48
A001131,AMD,LOT40f4644907,2025-03-19,14,468.1
A001069,ORCL,LOT563f0b1dc8,2024-12-21,17,137.33
A001839,PFE,LOTb988d8161f,2023-12-28,19,445.26
A001721,INTC,LOT56be86f2b5,2025-08-07,24,390.48
A001234,HD,LOTd88f0b8626,2024-10-11,97,342.13
A001879,LULU,LOTfb1fcb457d,2025-02-28,14,97.34
A001732,JNJ,LOT60472dad72,2025-06-24,12,371.23
A001440,IWM,LOTe374404988,2024-08-22,30,362.38
A001761,V,LOT80f1225b13,2024-10-20,44,108.01
A001250,AAPL,LOT3c81e2e90c,2024-10-15,3,145.36
A001022,EEM,LOT2a5b5598d9,2024-10-05,35,147.13
A001437,NKE,LOT07e1a25042,2024-02-03,68,237.71
A001658,LIN,LOT2f44de1724,2025-01-11,49,380.95
A001135,NFLX,LOT0900fdbdcc,2024-11-20,18,280.97
A001434,ABNB,LOT4c79aa7c5d,2025-01-27,26,70.94
A001210,UBER,LOT03da364c82,2024-11-26,10,273.52
A001153,SQ,LOTe9f712a1bf,2023-11-15,21,357.12
A001863,TLT,LOT873f2b0906,2024-06-18,25,540.38
A001650,MRK,LOTdae814a7c8,2024-10-14,18,20.16
A001405,PG,LOT3f42cd5bbe,2025-07-18,36,371.31
A002011,VZ,LOT2529090a8e,2025-07-21,20,62.73
A001562,AVGO,LOT3d35cacd1f,2025-05-07,36,393.68
A001254,AMD,LOTc837de7e20,2025-03-15,40,518.61
A001669,PYPL,LOTe80d005595,2024-08-10,31,465.17
A001484,SQ,LOT1a621e5704,2025-08-16,32,396.33
A001583,MSFT,LOTf8bdee33aa,2023-11-17,6,176.53
A001009,BP,LOTb41ab132a6,2024-05-22,13,136.18
A001582,JPM,LOT48059a9e59,2024-07-21,85,485.07
A001075,LIN,LOT08a41dbea3,2024-03-09,36,374.21
A001080,DIS,LOT7c60f40e04,2023-11-16,8,127.35
A001033,META,LOT2b73935de1,2024-05-13,22,166.71
A001194,LLY,LOTb245bde6bb,2024-07-08,14,190.72
A001616,BAC,LOT1d9cf8cc82,2024-10-17,45,530.78
A001708,INTC,LOTd5bb6082c2,2025-06-17,22,489.13
A001641,VZ,LOT8d46469eda,2023-12-19,10,58.85
A001096,INTC,LOT81ad3f62ff,2024-11-05,31,405.89
A001930,VZ,LOT29a88cc731,2023-11-20,36,65.26
A001248,LLY,LOTa690974400,2024-08-20,4,216.31
A001210,MSFT,LOTce213caf31,2025-01-20,13,240.47
A001097,MRK,LOT17af901a6e,2025-08-27,11,24.59
A001284,TSLA,LOT129635ff8f,2024-10-11,30,436.21
A001892,XOM,LOTde1d4b4a77,2025-03-16,14,323.58
A001180,PG,LOT2c0d26f7d6,2024-08-25,13,472.07
A001010,SHEL,LOT4703de007b,2023-10-03,201,383.9
A001107,WMT,LOT3e3945a9ac,2025-07-24,5,228.92
A001226,AMZN,LOT78e6432892,2024-10-30,14,72.95
A001153,WMT,LOTb7f99a3798,2024-10-04,14,222.12
A001777,BAC,LOTf00d8283fc,2023-09-22,19,383.56
A001348,SHEL,LOTe9ad2fde84,2025-04-18,17,400.11
A001943,BRK.B,LOT32838d1e7f,2025-04-30,11,230.45
A001653,AMAT,LOTb90d2ed8e3,2025-04-08,50,468.02
A001846,VOO,LOT9676dadee6,2024-06-06,19,165.28
A001250,ABNB,LOTa060c76433,2024-03-15,84,66.07
A001492,SQ,LOT9e638d3742,2024-05-05,11,286.32
A002003,BAC,LOT557967978e,2024-10-12,56,562.38
A001988,XOM,LOT452360fb1d,2025-06-04,10,253.13
A001540,VNQ,LOTb74a5a8035,2024-11-07,14,136.03
A001169,CSCO,LOT9785200e9f,2024-02-13,6,217.06
A001496,IWM,LOTed2f255bed,2023-11-14,40,293.58
A001421,EFA,LOT0e71348b1b,2025-06-19,22,262.85
A001153,VZ,LOT32f3a86c44,2025-07-07,15,54.5
A001435,AAPL,LOT9796987a1c,2023-10-21,15,146.55
A001442,NKE,LOTf5dc102145,2024-08-08,95,269.23
A001384,VZ,LOT2598bdc043,2025-05-22,40,57.63
A001697,UNH,LOTec30af59c8,2024-01-11,60,332.61
A001641,BND,LOTd68cb1c885,2024-10-22,41,211.38
A001929,QQQ,LOT5af3322f86,2025-04-02,21,339.34
A002033,TSLA,LOTed53296f98,2025-04-26,22,449.95
A001448,BP,LOT1692b06f81,2024-08-30,3,153.27
A001789,AMD,LOT326ca87181,2023-12-11,19,446.76
A001415,VNQ,LOTb5619fb9d7,2024-07-24,5,162.71
A001384,META,LOT603608032a,2024-11-26,34,181.78
A001866,MA,LOT9efd3e712a,2023-10-05,18,420.79
A001629,AMAT,LOT913259778f,2024-01-24,11,599.75
A001209,V,LOTf0a27272c2,2024-05-22,11,84.11
A001219,SLV,LOT00275af132,2025-05-17,29,127.5
A001492,MSFT,LOT8cc1bcaca7,2024-05-23,13,198.86
A001383,BAC,LOTeff54fe71c,2025-08-08,16,372.7
A001975,IWM,LOT12f25378ed,2024-03-12,28,265.65
A001927,CSCO,LOTbd22659013,2024-12-09,14,232.93
A001242,SHEL,LOT4f709555a6,2024-02-21,21,511.48
A001172,CSCO,LOT259131d605,2024-06-22,82,270.06
A001434,V,LOTe76ae5800d,2024-07-27,100,109.45
A002028,CRM,LOTe86da5b7fb,2024-04-04,5,145.38
A001683,AMZN,LOTc0e29d2baa,2024-06-12,25,68.81
A001558,ADBE,LOT2bc752f446,2025-05-29,13,122.42
A001100,QQQ,LOT2180b52150,2024-08-11,12,302.75
A001865,PG,LOT129a1ebc7b,2024-11-09,35,368.41
A001387,INTC,LOTe721ad4d0e,2025-03-10,54,514.39
A001565,ABNB,LOT383da03819,2023-12-24,10,61.26
A002010,ABNB,LOTe34fe2557e,2024-06-20,29,79.42
A001223,TLT,LOTfc46de1b1f,2025-07-17,21,402.73
A001509,BRK.B,LOTd8a6948448,2025-01-25,26,211.67
A001235,AMZN,LOTf7e60e68a8,2025-08-01,35,63.84
A001545,JNJ,LOTd926b09c8c,2025-07-01,39,364.91
A001206,BAC,LOTb76d3d1fbf,2025-01-18,12,518.28
A001828,INTC,LOT119316d92d,2024-07-31,30,395.76
A001207,XOM,LOTc7790c9906,2023-09-29,52,182.31
A001549,VZ,LOTbdb64a653f,2025-02-08,14,66.35
A001350,LULU,LOTf476e5cacf,2025-02-10,23,91.06
A001711,VOO,LOTeaeb7bf238,2024-11-16,16,151.19
A001589,GLD,LOT343f5b890c,2025-09-03,60,63.96
A001193,HD,LOTcfe5148b71,2024-04-09,20,387.98
A001976,SLV,LOT19e2c97bc5,2024-10-29,49,115.06
A001488,MA,LOT145411d61f,2024-10-19,144,344.08
A001142,MA,LOTc82bb6f9f3,2025-02-27,75,465.4
A001680,LIN,LOT11515b6934,2024-05-28,36,289.69
A001290,AAPL,LOT7b00353593,2023-10-25,9,169.04
A001971,CRM,LOTb529d4c3d2,2024-09-29,26,140.8
A001042,HD,LOTdc486f9fc6,2024-12-10,17,301.44
A001157,MA,LOTc26d394800,2023-10-12,22,315.91
A001019,SPY,LOT7b924d91c3,2024-09-11,111,260.56
A001970,PYPL,LOT490503869e,2025-09-05,10,345.06
A002000,AMAT,LOT4f2bb21274,2024-12-27,8,560.27
A001967,BRK.B,LOT322fae290b,2025-07-22,30,214.74
A001035,SQ,LOTdc883026de,2023-10-11,17,292.27
A001595,LLY,LOT7e65dff077,2025-01-16,3,196.09
A002030,MA,LOT2c3cca48f5,2025-04-09,20,472.7
A001192,TSLA,LOT1ff9663326,2024-10-30,41,516.5
A001687,AMD,LOTca34f390de,2024-04-22,22,489.91
A001718,SHOP,LOT5a83dde7b3,2024-12-17,49,29.14
A001996,WMT,LOTc09f41bec0,2024-08-29,57,265.53
A001939,AAPL,LOTf458614709,2024-09-10,13,154.09
A001616,EEM,LOT9f1ce257ae,2024-09-30,8,182.7
A001991,BRK.B,LOTf632a3cb24,2024-12-04,2,131.44
A001042,V,LOTacb752ba77,2024-07-13,27,68.27
A001451,IWM,LOTd2fbaf3d20,2025-04-14,8,299.58
A001731,VZ,LOT6105618156,2025-08-06,5,45.1
A001500,SQ,LOT93d8972054,2023-09-25,71,329.27
A001882,ADBE,LOT3a012e6bb1,2025-02-07,42,151.11
A001182,PG,LOT4d7ae45640,2024-08-16,79,207.11
A001221,BAC,LOT78dff3dc10,2023-12-05,5,345.79
A001920,ASML,LOT294a0c15e2,2024-03-16,9,587.24
A001358,WMT,LOT73749711f6,2023-10-12,96,233.18
A001714,ASML,LOT8b92f79031,2024-10-02,31,318.63
A001800,PYPL,LOTf65f1d8a76,2024-07-06,30,348.2
A001565,KO,LOTdf83c80a99,2025-02-23,8,169.59
A001084,PYPL,LOT96bc9fd6cd,2024-03-23,17,461.36
A001703,LLY,LOT2a995ab2c6,2023-12-19,5,148.22
A001251,CRM,LOT1701b55528,2024-05-29,52,109.08
A001710,PFE,LOTbae1597b27,2025-05-17,4,590.85
A001017,VZ,LOT1c93ff0bca,2023-10-06,8,55.07
A001301,NKE,LOT82cce481c5,2023-10-10,16,297.71
A001307,ABNB,LOT4ef4fab296,2024-11-14,21,76.26
A001333,KO,LOT6e9c5913ae,2024-04-26,36,204.17
A001590,META,LOTeece32ef31,2024-11-09,42,177.99
A001031,NKE,LOT4ee35cc860,2025-07-27,11,211.19
A001445,PFE,LOTb455882f3e,2024-01-08,13,386.91
A001252,AMZN,LOT843d61b53b,2024-04-24,37,45.64
A001626,AAPL,LOTdb45b95ae1,2024-06-23,56,183.86
A001721,IWM,LOTc642ad6808,2025-09-06,5,293.19
A001102,WMT,LOTb1eda3e071,2025-04-18,26,258.8
A001717,ASML,LOT91e07d9932,2024-11-20,19,498.96
A002028,IWM,LOT0b2204b6c8,2024-02-10,18,341.37
A001317,NVDA,LOTcb3294a4a4,2024-12-03,90,355.91
A001292,GLD,LOTbe3c7e73ee,2025-02-17,12,65.81
A001884,PYPL,LOT918fc8e877,2025-06-16,90,387.24
A001595,XOM,LOT7f0d0e7951,2025-08-05,11,279.61
A001969,SHEL,LOT35722fd1bf,2024-09-08,24,410.26
A001509,COST,LOT3a5a946f42,2023-10-13,6,434.5
A001791,CRM,LOTe92c3c6261,2024-07-25,40,124.2
A001200,LIN,LOTb48d56920a,2024-12-13,16,357.24
A001618,SPY,LOT77e9289ad4,2024-10-23,21,274.9
A001354,SQ,LOT725caf17ca,2024-06-17,81,288.84
A001660,COST,LOTe930be8e13,2024-01-23,11,374.99
A001285,TLT,LOT737be683e2,2025-02-14,15,408.08
A001512,JPM,LOT8b63200b1a,2024-07-07,16,438.88
A001408,KO,LOT5453ba974f,2024-10-29,45,152.69
A001175,KO,LOTe0ed4ffc17,2024-02-04,14,195.88
A001944,SHOP,LOTf60e787ea9,2025-03-03,12,33.82
A001769,LULU,LOT63e5d21401,2024-06-16,17,70.15
A001196,JPM,LOT8d898c15ff,2024-03-16,27,437.56
A001905,EFA,LOT923b66cbbc,2024-10-21,10,329.4
A002031,SHEL,LOTadb2862f83,2023-10-06,12,422.72
A001732,NKE,LOT632df24ea6,2024-09-09,10,240.06
A001875,NKE,LOT9a7f8af514,2024-07-03,8,238.66
A001840,NKE,LOTa62609fda0,2025-08-09,19,228.43
A001054,VNQ,LOT51bf568254,2024-07-02,4,220.52
A001181,BND,LOT5626bc3d99,2025-04-16,27,231.24
A001619,LULU,LOTcb685bb1e3,2025-01-01,26,104.03
A002048,ADBE,LOT1a706907cb,2025-04-29,29,183.61
A001600,AMZN,LOTf5b074fa88,2024-07-31,46,58.03
A001257,INTC,LOT5a04629ab9,2023-10-21,15,410.72
A001012,NKE,LOTdbf2c1ee93,2024-03-25,27,258.09
A001942,LLY,LOT1336d519f5,2025-07-13,3,250.37
A001173,AMZN,LOT9d9997630f,2024-12-04,76,60.58
A001219,DIS,LOT78ff391f32,2024-01-07,34,106.4
A001199,MRK,LOTccc42a5a56,2024-11-13,8,19.83
A001986,EFA,LOTafa218f6a2,2024-10-02,13,381.14
A001124,BRK.B,LOTa00e355991,2024-01-17,30,211.79
A002046,SLV,LOTa833d1fb74,2025-07-14,5,118.6
A001419,ABNB,LOT07f1ce7337,2025-04-12,61,70.4
A002014,JPM,LOT71e018d6b8,2025-01-21,19,514.55
A001316,KO,LOT0eebb604de,2023-12-03,40,155.75
A001636,GLD,LOT5b2795853d,2025-08-31,8,50.78
A001993,IVV,LOT55f50deb8e,2023-10-03,27,560.69
A001411,BRK.B,LOTdc5a14c257,2025-06-30,31,187.19
A001000,V,LOT164a8779d4,2023-12-28,39,77.65
A001247,ABNB,LOT2c598c5cbf,2025-05-30,148,66.69
A001506,UNH,LOTfddb6edf5b,2025-05-23,8,402.42
A001970,MSFT,LOTe4d47efc8b,2024-04-07,40,215.5
A001908,INTC,LOT86f6063f24,2025-07-12,26,447.1
A001249,KO,LOT245b18f1d6,2024-07-19,21,192.26
A001990,HD,LOT981c25ebcc,2025-01-09,38,271.79
A001533,MRK,LOT0b4169ad6f,2023-12-19,16,25.34
A001899,TXN,LOT8e6de66f5a,2023-11-03,5,112.99
A001252,CRM,LOT8e021f7d40,2025-04-10,13,129.2
A001044,HD,LOT39fa12daf6,2025-04-14,20,254.34
A001492,MA,LOTba669d2d4a,2024-04-01,12,519.22
A001410,T,LOT3fc6a9d317,2024-05-03,4,302.62
A001593,PFE,LOTcc6460eb94,2023-10-24,12,398.46
A001204,PYPL,LOT03299f6656,2024-04-20,21,470.3
A001752,IWM,LOT9a3ab90974,2024-11-29,6,268.43
A001801,NFLX,LOT67658d65f5,2023-09-23,36,350.18
A001219,NKE,LOTb02609d871,2024-07-07,85,206.42
A001870,V,LOTec8874a78f,2025-08-09,7,99.16
A001580,NKE,LOT88089212c6,2025-05-06,11,263.01
A001797,AAPL,LOTb74bca040d,2024-01-21,35,129.49
A001620,GOOGL,LOT166c94ed00,2023-11-16,87,144.43
A001910,GOOGL,LOT005f57614c,2024-09-08,12,139.33
A001285,NKE,LOT56a80cc7d6,2024-05-25,23,255.97
A001567,AAPL,LOTe360cf89f2,2025-03-28,40,157.09
A001732,ORCL,LOTfe2fe3c1c0,2024-04-09,22,170.25
A001431,CSCO,LOT8aa8dd0d23,2024-03-18,26,226.96
A001799,ORCL,LOTa6c646d3bd,2025-07-04,3,160.7
A001357,QQQ,LOT2a4032d063,2025-04-04,4,426.64
A001720,QQQ,LOT1c47fa1997,2024-02-08,42,273.26
A001694,NKE,LOTfbd42febb2,2025-04-16,39,229.83
A001570,LULU,LOT25a9c014ab,2023-11-02,23,64.7
A001620,SHEL,LOT5bc461ea85,2024-07-30,27,429.24
A001139,BP,LOTab1d0ec4ed,2023-11-16,4,193.36
A001990,NFLX,LOT6a0a71278f,2024-05-11,50,322.78
A001369,SQ,LOT7f43f62473,2024-04-05,14,297.2
A001530,JPM,LOTff5be15045,2023-09-23,74,498.65
A001663,PYPL,LOT8fcd07142e,2024-01-21,12,285.67
A001712,PYPL,LOTc622d43361,2023-12-14,17,461.0
A001826,META,LOTa8dce37799,2025-07-22,11,124.68
A001060,TXN,LOT9b24a9308a,2025-03-28,91,83.88
A001474,TSLA,LOT8b180654de,2023-10-26,61,448.68
A001217,VZ,LOT48e1f74e9d,2023-10-12,19,60.21
A001975,PEP,LOTe9edc1a379,2025-01-12,18,222.02
A001484,TSLA,LOT8df792cb0a,2025-03-12,9,421.99
A001786,BND,LOT9a38663df7,2024-07-03,34,209.44
A001131,AMZN,LOT26949b2a8a,2023-12-20,40,64.26
A001512,BRK.B,LOT2a728d1a08,2025-07-30,7,214.62
A001149,AMD,LOTa49f194c40,2024-08-19,28,423.19
A001060,SHEL,LOT300ef52787,2025-03-12,62,459.08
A001657,TSLA,LOTbfc10727af,2023-09-22,33,429.73
A001920,NFLX,LOT979913a9f1,2025-04-23,39,368.07
A001409,PG,LOT50b7b6235f,2024-12-22,12,384.31
A002005,AMD,LOTab6d6911ae,2023-10-12,17,465.15
A001585,XOM,LOT1ebd4d5253,2025-02-12,61,265.8
A001331,CRM,LOT9af18658b2,2024-03-14,45,146.32
A001393,NVDA,LOTece6f1db60,2024-01-19,20,332.24
A001049,VOO,LOTaf264a90d2,2023-10-23,28,131.45
A001197,UNH,LOTdbe06ebcd1,2025-08-03,41,440.61
A001287,LIN,LOTcff5aa705e,2025-09-01,9,283.21
A001736,VNQ,LOT19902e3a20,2024-07-16,31,131.51
A001147,DIS,LOT0a22d4cdd1,2025-03-01,25,105.18
A002016,PG,LOT66655ad527,2025-02-06,6,426.79
A001970,ORCL,LOT6b9dc5e038,2024-09-11,62,167.96
A001730,IVV,LOT433a7fa8bd,2024-02-12,39,400.34
A001282,COST,LOTddbcf08c86,2025-06-30,41,396.05
A001898,CRM,LOT4f7b01c4e7,2023-12-06,63,89.01
A001770,AMAT,LOT9dd26ae0e6,2025-06-26,13,458.41
A001160,JPM,LOTc151c365fb,2024-03-26,5,433.31
A001610,TSLA,LOT7a260f90e1,2025-05-09,19,498.35
A002021,XOM,LOTebedf4a00d,2025-07-16,11,188.3
A001677,MSFT,LOT0bad1b3376,2025-01-20,12,167.41
A001593,SHEL,LOT8e5aa1a2c8,2024-12-23,15,485.3
A001799,EEM,LOTd8da24716e,2024-09-05,24,177.19
A001139,AMAT,LOTdc961d14b6,2025-03-29,14,416.52
A001589,META,LOTec898340fe,2024-03-08,23,148.83
A001494,TXN,LOT49da631718,2024-03-25,47,127.71
A002024,KO,LOTa8b59b3bb1,2024-07-25,43,238.12
A001116,SHOP,LOT25a8f06a6f,2023-09-23,21,32.43
A001227,PYPL,LOTb25c6c66ac,2024-05-12,53,435.15
A001538,QQQ,LOT5e74355f9a,2025-08-07,44,340.41
A001066,DIS,LOT027d74954e,2024-07-02,19,113.58
A001534,PG,LOT91be0922bf,2024-09-29,17,387.54
A001121,JPM,LOTffe7bb1d6f,2025-02-09,11,325.96
A001675,SHEL,LOT28a003f0cc,2023-10-28,7,481.71
A001127,JNJ,LOT81ff7bc2af,2024-04-19,14,353.62
A001149,COST,LOT2394ed8953,2024-02-07,17,512.03
A001072,CSCO,LOTaeb74994d9,2025-06-26,7,215.74
A001852,SPY,LOT8855c5ae99,2023-12-19,13,266.43
A001165,ASML,LOT3f0f29ef0f,2024-02-20,41,491.47
A001980,JPM,LOTbbd5e75dae,2024-12-03,12,391.36
A001085,TSLA,LOT4da4663f2e,2025-08-01,15,477.34
A002017,ORCL,LOTac70ea4c04,2025-01-19,2,169.09
A001717,CRM,LOT3e0036b117,2024-05-05,21,150.06
A001621,LULU,LOTe17028e2ab,2025-01-16,41,83.57
A001043,SHEL,LOT1a1b7d2fac,2025-07-12,14,301.92
A001053,VNQ,LOT211f02cf80,2025-02-18,21,234.44
A001776,TLT,LOT30776e2973,2023-10-07,23,436.97
A001037,UBER,LOT3b4d1fa3c2,2024-05-01,23,240.67
A001106,NFLX,LOTe9a3d255fd,2024-08-16,36,375.57
A001256,CRM,LOT08be530db0,2024-06-26,16,117.5
A001282,BRK.B,LOTeef464ab20,2024-06-15,14,206.43
A001241,LIN,LOTb8ebdbd8ca,2023-12-16,30,369.22
A001753,CSCO,LOTa7e18caafc,2025-02-20,18,221.64
A001702,CRM,LOTfdd09bcb73,2025-07-09,11,146.56
A001487,XOM,LOT50967a5252,2025-06-04,20,172.59
A001020,XOM,LOTe1ef21edd9,2024-07-11,36,215.42
A001093,COST,LOTffd3c46161,2025-08-22,14,543.49
A001511,MRK,LOTfa888fc173,2025-07-10,28,25.17
A001156,AMZN,LOT47e490147a,2025-04-30,12,60.24
A001898,HD,LOTb04249423d,2024-11-21,62,456.42
A001089,PEP,LOTde4c4646b6,2024-09-13,42,139.04
A001500,PFE,LOT6b9afe9334,2025-04-27,11,432.58
A001814,T,LOT2e82d0a724,2023-11-03,17,237.95
A001250,IWM,LOT17ef7bca1c,2025-06-20,6,375.8
A001156,WMT,LOT97a467c859,2024-02-28,31,202.18
A001421,VZ,LOTab2ca5633a,2024-09-06,12,61.62
A001451,AMD,LOTd917c84689,2024-11-01,16,489.16
A001751,VNQ,LOT79962a27d2,2024-02-20,28,157.61
A001599,AMAT,LOT2af60772fa,2023-11-07,80,313.81
A001500,ABNB,LOT53dc236ddd,2024-12-07,10,81.7
A001653,EFA,LOTe2c6299ceb,2024-03-01,11,348.33
A002031,TSLA,LOT905363ce8c,2025-07-13,54,478.16
A001709,LIN,LOT4f2138c044,2024-07-13,22,417.37
A001995,BAC,LOTa9e4aa2a15,2025-06-18,12,496.77
A001416,BP,LOTa6fafa0150,2025-04-19,30,133.77
A001472,KO,LOTa4d5a5db8c,2024-02-18,10,134.75
A001431,BRK.B,LOT53531125d7,2024-08-21,24,259.48
A001290,GOOGL,LOTffc17298ab,2025-01-09,10,88.7
A001901,QQQ,LOT723302989a,2024-05-30,19,397.4
A001233,MSFT,LOT3f331c5257,2024-04-14,15,220.36
A001069,BAC,LOTbbb3675eec,2024-11-26,3,506.33
A001786,KO,LOT394490f6e3,2025-06-12,68,231.57
A001122,BAC,LOTe236dd6bb1,2023-12-22,44,645.02
A001786,VZ,LOTc7e7f59ce1,2025-08-18,40,55.66
A001783,NFLX,LOT1f62e68991,2024-06-09,13,236.48
A001090,XOM,LOT228a7b65d7,2025-02-08,12,188.29
A001776,HD,LOT41ef9b1eb8,2023-11-01,37,274.4
A001882,SHOP,LOT23920859e3,2025-07-15,8,33.85
A001624,GOOGL,LOT46458c8ac5,2024-03-01,13,154.6
A001712,SHEL,LOTf9365875ff,2025-08-11,82,347.84
A001688,SHEL,LOTb6a7cf1175,2024-12-12,25,580.87
A001443,BND,LOT4a595350a8,2025-08-09,34,291.02
A001698,GLD,LOT13cebf3b21,2023-12-10,18,63.97
A001888,AMAT,LOT8c1298475b,2024-06-26,37,399.32
A001116,COST,LOTd899785461,2025-05-18,6,452.85
A001794,GLD,LOT74aaa10885,2023-10-13,16,49.9
A001588,TXN,LOT511a883ff6,2024-03-08,5,124.03
A001949,CRM,LOT40aef4c411,2024-01-29,19,125.68
A001532,MA,LOTf0f33e99ff,2024-08-12,19,436.16
A001957,SLV,LOT3fb84cf7c7,2025-01-06,16,83.73
A001270,BP,LOT72a437f24b,2025-08-22,27,138.1
A001574,COST,LOTc67e5efdd0,2023-10-09,14,455.76
A001561,NVDA,LOT68ce700933,2024-12-25,37,356.88
A001605,DIS,LOT6135e7175f,2024-01-31,22,134.97
A001808,GOOGL,LOT233a71bcae,2023-12-16,28,117.75
A001561,ADBE,LOT2cf3f94816,2024-12-05,40,186.4
A001513,LULU,LOT13e81c4788,2023-11-08,22,101.77
A001025,BRK.B,LOTae86ff377e,2024-10-27,24,111.43
A001657,LLY,LOT7da408e993,2024-12-10,14,171.28
A001366,AMD,LOT6969de01a4,2024-05-21,17,444.34
A001035,AMD,LOTaeff33f738,2025-08-28,19,535.1
A001955,GOOGL,LOTfef7a164cc,2024-09-04,24,133.49
A001983,VOO,LOT16859cfc72,2024-02-15,4,199.04
A001446,AVGO,LOT1569c8896e,2025-07-09,13,488.33
A001162,BAC,LOTa36b332d0a,2023-12-22,9,516.35
A001643,META,LOT8a94dbda1c,2024-06-12,18,121.59
A001368,WMT,LOTe2624b6021,2024-11-28,42,173.02
A001531,AMAT,LOTaa27de3406,2024-04-18,23,493.51
A001260,XOM,LOTe50530d072,2023-12-01,11,266.1
A001357,V,LOT7251fa9fb5,2023-12-14,24,111.31
A001101,XOM,LOT4138a51879,2025-05-12,25,243.79
A001078,HD,LOTe053e12420,2023-10-07,3,367.59
A002037,AMAT,LOT4323424bb4,2024-06-13,28,447.98
A001649,GOOGL,LOT78630d3040,2024-02-18,11,132.6
A001466,AMZN,LOT87e4ca6a53,2024-12-15,40,54.58
A001527,MSFT,LOT3efd3c7bbe,2023-10-13,7,229.01
A001723,SHOP,LOTde0a835b6d,2025-07-23,14,28.96
A001480,CSCO,LOT7609ad1fbb,2025-05-18,18,232.4
A001158,ORCL,LOTadb1b9a5fa,2024-06-09,54,149.95
A001231,ORCL,LOTa06f5e2fe0,2025-06-19,28,177.76
A001485,UNH,LOT1f895d50e9,2024-10-08,25,513.9
A001760,LLY,LOT129df45314,2023-10-10,7,191.52
A001851,META,LOT6a362f1400,2023-11-19,48,125.5
A001873,ASML,LOTcbd226df49,2024-11-21,16,460.35
A001293,MSFT,LOT152055184b,2024-10-07,61,204.44
A001737,DIS,LOTf958579dac,2024-07-16,5,159.44
A001767,T,LOTcd49d002b5,2024-11-09,76,277.78
A001063,MA,LOT1751b1e47f,2024-08-25,16,362.24
A001091,PFE,LOT3bdb3fbee4,2025-04-06,16,497.44
A001052,TSLA,LOTefc0b5956b,2023-12-23,17,408.85
A001433,COST,LOTc39472f419,2024-10-21,6,368.04
A002046,EEM,LOTc4ce14a264,2024-04-04,6,164.02
A001704,UNH,LOTc1c8d36ca9,2024-08-15,38,311.17
A001066,IWM,LOT7994994852,2025-04-06,5,292.01
A001780,BND,LOT64798d623f,2023-11-12,16,268.14
A001160,META,LOTbc5b2b4f31,2025-01-20,6,172.83
A002031,SQ,LOTc03445ad14,2023-12-01,28,363.64
A001856,SHOP,LOT086749ed7e,2025-05-05,13,34.11
A001105,SPY,LOTfeee8201d2,2024-05-11,12,305.7
A001903,PEP,LOTc73009815c,2024-12-05,13,160.2
A001399,LLY,LOTadb5dc06cb,2024-01-26,39,159.27
A001600,BP,LOT6cd8ee766a,2024-12-31,42,122.57
A001673,JNJ,LOT8690a77d13,2024-09-01,4,304.44
A001472,NKE,LOT0514e4526c,2024-10-19,20,182.23
A001236,EFA,LOT953447b7a4,2025-01-03,12,295.57
A001911,GLD,LOTbe7275a2f0,2024-07-14,21,83.04
A001741,NVDA,LOT903d47a186,2024-09-11,14,307.99
A002035,META,LOT6b2495b2d5,2024-09-01,22,191.11
A001991,SPY,LOT9ecaebaf5e,2025-01-14,8,268.46
A001919,LULU,LOTd933ca074d,2024-07-05,147,83.36
A001470,SQ,LOTeba2dbca07,2025-05-01,13,354.21
A001501,VNQ,LOT12a17be1d8,2024-07-16,85,220.38
A001282,SPY,LOTe8e22036ae,2024-12-14,17,229.0
A001587,DIS,LOTcc44ce5f70,2024-10-20,12,99.39
A001241,NVDA,LOTe362a1db32,2024-07-15,21,374.68
A001862,ORCL,LOT1de6d23db3,2025-04-08,23,165.22
A002012,VOO,LOT356bdcaf55,2025-02-16,42,185.42
A001368,ASML,LOTce21e97a2d,2024-05-30,29,558.98
A001031,MA,LOTc0368f59e6,2025-05-06,25,426.28
