client_id,churned,logins_30d,cash_outflows_30d,svc_tickets_90d,meeting_gap_days,response_latency_hours,nps_last,portfolio_drawdown_30d
C_32c46bc5,0,6,5647.72,1,112.8,7.3,39.0,-6.3
C_e78b092c,1,11,12180.74,0,72.6,23.0,66.0,0.4
C_77e7c85a,1,7,13664.58,3,35.9,5.1,13.0,5.4
C_f08944e4,1,6,10161.26,1,53.7,28.8,20.0,-10.9
C_30d1d083,1,7,887.84,0,116.2,9.9,-0.0,1.8
C_90491b55,0,11,2406.43,1,26.8,9.5,72.0,-2.4
C_78f6ebc0,1,11,1192.42,0,21.1,19.3,-8.0,-8.5
C_df7678f7,1,9,18675.6,2,19.6,8.9,38.0,-0.5
C_f5cacf51,0,10,6971.87,0,36.2,13.0,97.0,-2.4
C_506da754,0,10,19885.09,0,112.3,17.7,63.0,-6.7
C_0150e432,1,12,4158.61,0,40.4,0.5,66.0,8.4
C_a4af2bc5,0,14,3188.3,2,45.4,18.1,78.0,-0.7
C_21695a0a,0,10,4481.6,0,67.1,0.5,39.0,-9.6
C_882c77c4,0,11,4354.78,1,58.9,11.9,39.0,-1.0
C_c06c6ad2,0,11,415.56,2,93.9,8.4,35.0,-4.1
C_6277bf93,0,9,3041.94,0,88.7,0.5,33.0,-9.8
C_b63ad828,1,6,8509.36,1,71.5,28.9,20.0,-4.4
C_2667479f,1,14,12384.31,1,52.0,13.7,70.0,-0.7
C_2af4ae3f,0,12,22114.87,0,93.6,5.5,22.0,-8.6
C_4583ab5b,1,9,1964.01,1,32.4,13.4,28.0,-11.4
C_c5b75d0e,1,6,2531.41,0,30.2,36.9,2.0,-11.3
C_6a171782,0,11,398.61,0,45.7,2.0,56.0,-10.9
C_536a9201,0,10,12880.09,1,100.7,18.6,75.0,0.2
C_f2b75f5c,1,6,10704.91,0,30.7,2.9,-21.0,-0.5
C_6abdf8c3,0,11,1138.54,1,39.0,16.8,74.0,-8.5
C_2c714f8a,0,10,1315.39,0,66.1,5.4,53.0,-4.3
C_9247f757,0,11,11667.6,1,58.0,10.4,67.0,-10.9
C_d039b760,1,16,7682.37,0,46.7,13.6,44.0,-6.9
C_88727b02,1,7,10308.72,0,76.3,25.2,50.0,-7.0
C_49063a33,1,6,1179.38,0,43.4,0.5,43.0,-1.2
C_9f030e53,1,11,8144.07,1,97.0,29.0,10.0,4.1
C_f2d2a581,1,11,1124.76,0,68.3,0.5,32.0,-9.6
C_a264f90d,0,11,9814.37,0,95.6,15.3,23.0,-8.0
C_375c586f,0,11,19777.41,0,32.3,12.6,62.0,-1.4
C_b29be8a4,0,17,1993.75,1,54.8,10.7,28.0,-11.6
C_5a972f11,1,12,20930.99,1,5.0,12.4,47.0,-8.5
C_063e5a87,1,10,10808.74,0,106.8,17.2,8.0,2.1
C_c0df708d,1,8,4751.23,0,140.3,16.6,81.0,4.3
C_83577c94,0,13,6498.24,0,49.9,10.2,42.0,-8.6
C_75a57e96,0,9,11047.82,0,73.0,19.0,1.0,-8.0
C_32fb9160,0,5,11978.38,2,64.0,9.7,60.0,1.0
C_46bca449,1,14,9511.16,0,14.8,12.9,41.0,2.8
C_cd751c32,1,11,13209.05,0,103.7,23.6,55.0,-4.8
C_b028132b,0,12,7792.08,1,50.4,23.9,100.0,-7.2
C_a10bd2a4,1,8,4567.95,2,5.0,22.5,64.0,0.0
C_fdd76a23,1,14,3789.51,1,34.9,1.7,62.0,-1.1
C_e7f2a782,0,7,3380.74,1,11.2,16.3,26.0,-3.5
C_3ceca6d8,0,14,3231.86,0,64.3,16.6,38.0,7.8
C_9c7dd4b4,1,5,187.33,0,64.1,29.7,26.0,-1.8
C_0fee1b45,1,11,2083.84,0,101.5,19.9,2.0,-10.1
C_516ab663,1,13,5794.46,1,124.0,5.7,24.0,-0.7
C_df66cdbf,1,10,1102.3,2,126.9,8.2,63.0,-7.3
C_1d909aa2,0,6,1083.9,0,24.1,0.5,45.0,-4.2
C_5379ae71,0,16,10318.4,1,81.7,11.2,6.0,1.4
C_b6ea80ea,1,7,7594.3,0,87.9,8.3,32.0,1.9
C_d5f54119,0,10,1225.39,0,41.7,6.8,15.0,-20.9
C_faa86f0e,1,12,8543.95,0,70.0,4.2,47.0,-6.6
C_7526346e,1,5,1827.89,2,74.0,27.4,18.0,-6.3
C_7aa55295,0,13,5441.46,1,43.0,0.5,21.0,-3.3
C_04d112bf,1,12,11825.31,0,104.9,0.5,3.0,-8.5
C_43302426,1,6,773.81,1,68.2,35.9,77.0,-5.0
C_87ecd30a,1,11,3206.88,0,54.0,21.8,34.0,-3.7
C_38236fa3,0,8,3984.06,3,17.2,15.1,32.0,-13.3
C_aee54e82,1,10,4544.26,0,100.3,12.0,43.0,-4.3
C_2c0cb887,1,8,3057.86,0,62.6,6.1,45.0,2.6
C_7173e2e2,0,15,3035.54,1,62.7,0.5,18.0,-10.6
C_a16832c8,1,15,12245.79,0,30.4,15.7,41.0,-2.3
C_267217c0,1,10,8714.45,0,91.3,20.0,37.0,-2.7
C_6104e4df,0,13,3721.17,1,20.3,5.1,61.0,-14.0
C_f2f6f2a8,1,14,13273.28,0,5.0,0.5,54.0,-5.3
C_6bb66ada,1,13,6508.72,0,35.2,18.6,35.0,-3.7
C_293aa533,1,8,10149.26,0,72.1,19.8,36.0,4.4
C_986af196,1,9,13330.27,0,71.8,20.3,30.0,-5.3
C_f2d83f96,1,10,4077.98,0,64.9,10.4,38.0,-0.9
C_813099cd,1,9,4994.24,1,54.0,0.5,34.0,-7.4
C_18443953,0,12,6014.8,0,65.6,0.5,39.0,-1.3
C_aa38b135,1,10,13676.76,0,160.1,24.9,-2.0,2.1
C_8afeadb5,1,8,3980.12,1,68.7,0.5,19.0,-13.0
C_57afdd64,0,7,2040.11,2,45.2,19.0,71.0,-2.3
C_3bc998ce,1,9,10178.06,0,56.3,1.8,19.0,0.1
C_1e6f23b0,1,8,10258.47,1,52.7,0.8,32.0,-3.9
C_8337ddba,1,5,1995.08,2,62.4,30.3,40.0,-1.6
C_510b2e6a,1,13,11358.18,1,28.1,30.6,31.0,1.4
C_c5780371,1,9,1935.95,1,88.0,13.6,21.0,-11.3
C_eddfbd59,0,4,25.45,0,70.4,7.2,58.0,-0.7
C_423afeb6,1,17,2086.92,0,32.4,22.3,9.0,4.1
C_e4b64df0,0,10,9069.5,0,95.7,0.5,-16.0,-5.6
C_ffa9621a,1,9,10008.35,0,5.0,24.1,67.0,-6.9
C_ea684077,1,12,4139.8,1,135.3,32.2,3.0,-6.9
C_8b2b627d,1,7,3093.73,1,126.0,17.8,53.0,-1.3
C_1b6c0477,0,12,3119.32,0,120.4,0.5,25.0,5.5
C_303710cb,1,11,5098.56,0,42.6,27.2,73.0,9.4
C_82c2e770,0,12,9574.06,0,68.4,15.1,29.0,6.4
C_3f85ae66,1,12,4635.56,1,38.2,10.6,21.0,-5.1
C_972998f1,1,8,4531.46,0,75.1,2.3,57.0,-8.2
C_bb596c09,0,15,9028.61,1,60.6,0.6,66.0,-12.2
C_7834aeaa,0,12,8489.99,0,43.9,23.5,75.0,-0.3
C_897fb6ec,0,11,6438.69,0,43.5,11.2,-28.0,14.6
C_68cf6732,1,10,12526.69,1,62.9,11.1,-14.0,-1.8
C_4e77af4d,1,6,5212.65,0,162.8,13.3,8.0,-0.9
C_7dd959aa,1,6,12779.63,1,105.7,0.5,7.0,-3.3
C_3801ecf9,0,8,14850.48,0,63.0,11.8,23.0,0.3
C_6c356eb3,1,11,9076.19,1,53.7,11.9,36.0,-6.7
C_8b4e17c0,0,5,235.54,0,81.8,27.0,40.0,-1.1
C_cb17a538,1,8,4084.5,1,38.5,20.3,49.0,-4.8
C_9f370f7a,1,8,13671.99,2,52.0,0.5,18.0,-0.1
C_86c6fcdf,1,10,5483.4,0,5.0,8.1,33.0,-3.1
C_ccc85b66,1,12,2256.32,0,63.2,22.5,33.0,0.1
C_7dfc9be1,0,8,2599.25,0,64.1,0.5,35.0,-8.5
C_7bd5a781,1,12,1056.47,0,41.0,29.0,22.0,3.5
C_615040a2,1,9,11110.15,1,75.8,11.6,40.0,2.8
C_7a4e5274,0,9,7637.71,0,64.4,17.4,9.0,-4.8
C_73813574,0,10,22.59,1,41.4,7.6,78.0,-6.4
C_ea753991,1,9,9238.59,0,88.8,7.4,13.0,-10.6
C_8eeff37c,1,4,3891.09,2,53.7,2.8,45.0,-10.0
C_1fe0dba2,1,3,1231.36,0,23.3,27.4,27.0,-5.4
C_e6b9a480,1,11,9.57,1,5.0,17.9,23.0,-2.1
C_1a1b39a4,1,6,8052.36,0,110.2,2.3,-3.0,-1.8
C_8b5f1052,0,10,11573.07,0,64.4,19.1,21.0,7.5
C_6f71c875,1,11,1592.62,4,62.9,21.4,29.0,-6.1
C_5011ab90,1,10,8811.09,3,58.5,22.8,21.0,-6.7
C_db113eba,0,10,16072.28,1,102.6,14.8,52.0,-3.6
C_c881bd36,1,11,3812.09,0,65.0,13.7,77.0,-8.5
C_2feb4ce1,1,10,7489.69,1,114.2,2.7,33.0,6.2
C_412a26f0,1,10,10814.59,0,65.1,25.3,48.0,7.8
C_4f56b93c,1,18,4333.95,4,5.0,18.7,66.0,1.8
C_7099c37d,1,10,13667.98,0,104.3,21.9,8.0,2.6
C_47fc732d,1,15,20391.86,0,71.0,0.5,79.0,-4.0
C_4f2078c4,0,6,7403.49,1,42.3,21.6,2.0,1.0
C_77abd307,0,11,3364.87,0,51.0,12.3,35.0,4.5
C_3423732d,1,14,11838.88,0,49.2,20.3,52.0,-4.9
C_42c56167,0,17,10894.48,0,16.5,0.5,74.0,5.6
C_28110a52,1,12,12631.82,0,90.7,30.1,35.0,-3.1
C_7c37de04,0,4,4980.85,0,44.4,5.5,38.0,-3.6
C_8c405e75,0,5,2237.8,1,29.6,23.5,76.0,-8.3
C_b51826aa,1,10,7776.94,0,210.5,10.0,-3.0,-1.7
C_2262ae90,0,14,3644.39,0,19.6,30.5,10.0,3.7
C_814e9cd9,1,12,4403.77,1,56.9,15.0,4.0,-16.6
C_23b27491,1,8,1042.49,0,5.0,30.8,8.0,-0.9
C_fd999545,1,8,10141.7,1,103.9,11.3,12.0,1.4
C_71179b1f,0,11,16585.3,1,50.1,0.9,66.0,-2.3
C_2858134e,0,13,933.7,1,88.6,15.0,73.0,-14.8
C_518a40e6,1,12,4779.39,0,27.0,10.7,45.0,-11.2
C_be5f2abd,0,12,5140.02,1,5.0,6.0,60.0,-3.5
C_84a427d5,0,10,4799.41,2,33.9,24.4,55.0,-13.0
C_6069bdda,1,12,13196.53,0,107.1,0.5,35.0,13.1
C_0ca1b30b,1,10,3604.36,0,80.2,31.1,58.0,4.8
C_9908c5e8,1,13,1234.31,2,5.0,10.1,54.0,-9.2
C_efa1eb92,0,10,10033.92,1,5.0,0.5,51.0,2.2
C_2af73e40,0,13,14624.89,1,48.8,15.9,37.0,1.0
C_e46edd87,0,12,6753.81,1,98.2,13.8,40.0,-5.2
C_55ed969e,0,16,1755.97,1,33.5,10.5,31.0,2.9
C_331b75ef,1,11,4255.9,0,97.7,5.7,-9.0,-15.5
C_3c1a7bc7,1,11,3613.33,1,64.4,25.1,33.0,-5.1
C_7135cba4,1,15,7899.87,1,121.3,17.4,36.0,-6.1
C_7a2190e2,0,4,2751.98,0,36.2,7.1,13.0,7.8
C_0ceff1c9,0,7,5728.04,2,57.9,16.0,23.0,-8.8
C_de0c2be8,1,9,19300.61,3,37.1,4.2,53.0,1.1
C_548e4c52,1,15,2566.89,1,94.5,21.8,57.0,-7.1
C_a4fa7b3d,0,7,1730.11,1,80.7,33.0,-7.0,3.4
C_a479208f,1,7,7674.05,2,5.0,23.1,18.0,-5.6
C_34b92e96,1,17,3580.54,1,84.2,5.4,55.0,-10.3
C_105fa4eb,1,7,17039.89,0,7.9,2.4,3.0,-3.2
C_9f428dcd,1,11,14825.34,0,28.1,13.0,32.0,2.1
C_2ac1ac8a,1,15,3850.8,0,86.1,0.5,4.0,0.1
C_0bab6d99,1,9,1281.05,2,16.1,21.1,13.0,-12.0
C_190421a7,0,12,2019.61,0,47.0,18.7,44.0,-12.6
C_2ebc1090,1,9,2930.34,1,86.6,10.5,51.0,-6.9
C_36613cb7,0,7,7684.97,0,74.5,9.1,61.0,-8.9
C_c100560e,1,12,12277.43,1,72.5,10.9,100.0,-8.4
C_5af9f0ae,0,13,2255.59,1,87.7,27.6,30.0,-5.8
C_4feaa054,0,13,12076.37,0,105.7,7.9,32.0,0.6
C_a0ea12ef,0,10,9323.8,2,16.6,0.5,67.0,-4.7
C_fdaa17b4,0,11,1445.47,1,71.7,4.2,63.0,-10.1
C_89a3b7cf,1,11,2606.98,1,93.8,21.9,49.0,-8.5
C_6103ad11,1,11,5813.63,1,86.9,2.4,25.0,-0.3
C_95f966c4,1,9,2417.12,0,54.4,24.0,54.0,-3.7
C_93bd079f,0,13,12165.77,1,52.4,10.0,20.0,-7.3
C_efc76ba4,0,18,2867.18,0,88.9,0.5,19.0,0.8
C_d2a428a5,1,12,8833.94,0,67.5,19.5,42.0,1.8
C_38d7f3f1,0,10,4435.69,0,98.3,9.3,87.0,1.6
C_1e26b1e4,0,8,1075.63,0,63.8,15.7,28.0,-3.6
C_5e11d60a,1,10,4280.18,0,46.9,5.8,36.0,-8.4
C_018576eb,1,16,12559.88,1,5.0,24.3,-4.0,-4.4
C_168b9322,1,10,3345.8,2,51.9,16.5,12.0,-7.3
C_3a44bf02,1,9,2114.9,0,16.9,33.7,44.0,-18.8
C_7e1d7844,1,12,262.2,0,5.0,19.1,47.0,-4.4
C_55c09886,0,12,4729.68,2,29.7,9.7,84.0,-15.9
C_b6704713,0,12,207.23,0,84.6,3.4,9.0,-7.4
C_cbfb7b15,0,6,7376.57,1,51.5,0.5,38.0,-6.5
C_ae0fbd69,0,15,2385.96,1,66.2,10.7,24.0,6.3
C_559c67ab,1,13,16464.29,1,83.6,11.1,42.0,-10.1
C_2ec53191,1,11,6727.1,2,58.7,27.9,22.0,-1.6
C_d0e4fef4,0,8,6486.53,1,35.9,7.9,-8.0,-4.9
C_6aa9b967,0,9,3021.71,0,44.4,22.1,51.0,-0.2
C_f201663f,1,10,4638.62,1,87.0,10.9,16.0,-7.0
C_58fa365b,0,7,1991.32,3,59.1,30.9,29.0,-12.5
C_89e379a1,0,12,8688.5,0,5.0,0.5,37.0,-2.4
C_dc139927,1,15,5705.66,0,47.6,25.5,34.0,-2.9
C_5428a02b,0,8,3198.88,1,78.6,7.0,-39.0,-1.9
C_b913e59a,1,7,6776.07,1,66.4,20.9,-5.0,-4.8
C_82d98028,1,14,12211.19,1,24.3,27.7,28.0,-5.1
C_ade37659,0,9,7897.01,0,33.9,8.5,93.0,1.8
C_c516f27d,0,14,4865.5,2,5.0,1.0,12.0,1.3
C_bf2e1ce1,0,10,4327.61,0,79.2,0.5,26.0,-7.8
C_1700087f,1,7,3362.39,1,81.8,3.5,69.0,-3.9
C_f17bda6f,0,9,5019.76,1,55.3,0.5,53.0,-10.2
C_8f0bcce6,0,10,9047.95,0,47.7,9.7,46.0,0.4
C_53cac662,1,9,15519.79,0,22.1,18.5,38.0,-0.2
C_ab287b99,0,9,5789.5,0,71.6,14.5,-13.0,5.5
C_602574ee,0,14,11828.31,0,5.0,8.2,-5.0,1.4
C_3815ad9a,1,11,5918.07,1,87.2,3.1,12.0,-1.9
C_4dd0b394,1,12,1845.33,0,80.3,6.3,25.0,12.5
C_82b59a0f,0,6,10319.0,0,100.9,14.8,65.0,-0.9
C_25c386df,0,5,3348.53,1,61.8,20.3,36.0,0.3
C_ac9019d6,1,4,10022.71,1,41.8,0.5,19.0,-13.9
C_8b9bfa89,1,11,1945.89,1,75.1,13.6,28.0,1.9
C_3a7e43e7,1,9,569.02,1,87.3,14.7,69.0,11.5
C_d5db3f33,1,9,11605.2,1,19.5,2.6,38.0,-1.3
C_75940b1c,1,15,15397.8,0,57.6,17.5,52.0,1.7
C_eccae64e,1,14,4754.78,0,69.3,21.3,23.0,3.7
C_4df70b70,0,17,14511.02,0,76.8,6.3,-13.0,7.8
C_04857422,1,13,3606.66,0,47.7,3.3,51.0,0.7
C_e9a6ce0a,1,10,5226.98,2,82.1,33.6,43.0,-12.5
C_dea0e135,0,14,3370.59,0,26.4,20.0,59.0,-1.6
C_c7a613fa,1,9,7354.37,2,130.6,13.8,37.0,1.7
C_644e5018,0,8,1661.63,1,38.1,5.3,95.0,1.2
C_aac12a96,0,7,10872.1,0,74.3,4.3,11.0,-3.9
C_b26e13c3,1,10,3166.99,0,40.7,17.7,8.0,-5.2
C_9a0b4929,1,8,13657.94,0,63.4,3.8,30.0,-5.2
C_8d5b07b5,1,13,15850.55,1,22.2,3.3,28.0,-3.9
C_0578a460,1,11,1391.42,0,97.6,10.7,30.0,-2.2
C_f42fc0e2,1,18,1395.2,0,31.4,18.4,33.0,0.3
C_2624bc59,1,12,7874.87,1,62.9,29.6,27.0,-0.7
C_67d5f85a,1,10,3310.54,2,57.8,14.4,21.0,-5.6
C_81eea173,0,9,1551.78,1,35.4,3.8,10.0,-10.1
C_3746d167,0,10,12717.69,5,5.0,9.3,49.0,-0.7
C_fb9bb774,1,7,10163.25,0,97.1,25.0,65.0,-4.7
C_09c67046,0,6,18861.37,0,65.1,24.0,100.0,6.6
C_8b2a7c61,0,8,6195.49,0,5.0,24.5,44.0,2.5
C_fd322944,0,7,724.13,1,5.0,22.1,63.0,-1.0
C_bd8ca7e6,0,13,5358.7,0,48.7,31.1,40.0,-7.5
C_a07eb58e,1,8,3945.88,3,57.1,14.1,53.0,-11.1
C_718b3af7,1,14,4044.1,2,52.5,19.5,33.0,-3.0
C_235e3571,1,16,4833.37,1,110.5,3.9,28.0,-2.1
C_4c46c730,1,8,1522.37,2,5.0,14.3,29.0,-13.4
C_fb322494,0,14,6975.52,3,67.4,14.7,82.0,-0.2
C_7506214b,1,9,4860.64,0,82.6,19.9,80.0,-2.7
C_5a0f65f2,1,15,17.79,0,81.9,5.7,14.0,-19.0
C_81e27a8c,0,7,4167.85,0,91.3,0.5,48.0,-8.1
C_f0a95bf5,1,7,10816.87,0,64.1,6.2,28.0,-7.7
C_7c11ef83,1,7,10382.94,1,68.6,22.6,80.0,-10.3
C_fffa7059,0,5,9372.08,1,48.5,9.9,5.0,-0.7
C_763d236c,0,11,9687.11,1,7.2,16.7,63.0,7.7
C_6cfdb4ba,0,4,4049.67,2,71.5,6.0,38.0,-0.2
C_47f514e2,1,6,2165.57,0,45.9,22.4,-11.0,0.8
C_fc986956,0,11,8633.91,0,34.0,10.9,83.0,-7.7
C_4608b996,1,9,20386.98,2,73.0,10.8,-8.0,0.1
C_8943f738,1,11,5815.16,0,76.2,25.3,9.0,-4.1
C_bf820a9b,1,10,8878.38,0,35.3,27.8,4.0,-3.0
C_0b41beec,0,6,11675.87,0,68.8,25.5,68.0,-6.6
C_a13a421b,1,4,3376.57,0,57.2,8.7,20.0,-12.5
C_e3003734,0,7,5489.35,0,66.6,6.1,6.0,2.5
C_cbb01f13,0,8,8905.04,0,103.9,2.9,50.0,-2.0
C_b0e6e9ac,1,14,10577.65,1,75.5,0.5,7.0,-4.4
C_239cd50d,1,10,5045.76,0,72.8,2.7,47.0,8.0
C_8006c6db,0,9,2132.14,1,29.0,3.5,44.0,-9.0
C_83bc03d9,0,7,13552.84,1,33.9,0.5,41.0,0.8
C_b96eb667,1,6,10089.8,2,76.9,0.5,-14.0,9.3
C_994c5baf,0,13,6389.01,0,5.0,0.5,64.0,-0.5
C_1d4d6ae7,1,13,13838.38,2,47.5,11.5,72.0,-10.0
C_ff1af226,0,15,8146.68,0,33.3,16.4,59.0,2.9
C_26548fd7,0,13,5830.69,1,55.0,15.5,54.0,-6.3
C_1748d048,0,11,5390.27,1,52.5,6.8,31.0,-6.7
C_f838787d,1,14,12243.78,1,64.6,8.5,78.0,-8.4
C_a61decb1,1,16,3498.31,0,76.3,15.7,0.0,6.8
C_26782177,0,11,14643.04,1,93.8,13.9,-22.0,-5.4
C_8327c3d3,1,5,5588.4,0,96.5,17.6,66.0,-8.5
C_1ecfa279,0,13,538.59,1,51.7,2.4,-9.0,4.5
C_e141c6d0,1,14,1600.1,0,39.3,29.3,62.0,-12.5
C_ae36911a,1,6,14638.54,0,32.4,18.3,-0.0,-2.6
C_1b9b1d2a,1,12,1562.89,1,48.7,19.4,51.0,-7.1
C_fcffef27,0,11,3139.72,1,25.4,1.4,17.0,0.6
C_41f205e7,1,9,8116.48,0,76.4,1.2,45.0,-5.5
C_e6e616ce,0,16,9628.27,0,95.8,5.0,70.0,-11.5
C_5376def5,1,16,9672.75,4,6.6,19.4,14.0,-2.1
C_b2b94e4a,1,12,3100.63,1,60.3,0.5,76.0,-5.8
C_38212bc5,1,11,6781.74,0,114.5,16.5,35.0,2.1
C_bb6ad39f,0,15,448.37,0,8.1,26.6,38.0,-2.6
C_ed864265,0,13,16723.61,1,111.7,4.9,65.0,9.8
C_a58b2aee,1,14,13009.44,1,29.9,2.6,68.0,-6.3
C_876e8fc9,1,10,12580.7,1,38.7,4.7,33.0,4.0
C_b66d51df,1,5,10558.81,1,81.6,10.4,-3.0,-5.1
C_9090c2bc,1,12,8638.13,1,77.8,21.5,36.0,-3.7
C_e9bb80df,1,7,3710.54,1,56.3,22.1,-3.0,1.5
C_b1111dcf,1,8,9433.11,2,33.3,20.0,33.0,-8.7
C_159a4643,1,10,5799.86,0,16.5,0.5,26.0,4.1
C_13d1cfbe,1,9,13843.55,0,57.3,10.1,-1.0,1.2
C_56d6036c,1,14,10651.93,1,52.6,3.2,13.0,1.7
C_666be0aa,0,9,8852.66,0,32.3,16.0,67.0,2.6
C_2f5a4fe4,1,6,6789.57,1,51.1,21.0,27.0,0.5
C_ad07f73a,0,12,4377.0,0,68.8,7.0,24.0,1.1
C_e4baf1db,1,11,1094.75,0,97.4,31.2,48.0,4.9
C_8d323d7e,1,7,6766.56,0,66.8,2.9,76.0,-3.0
C_b96ae212,0,11,2091.16,0,53.9,17.3,20.0,-4.1
C_c1290414,1,11,3068.38,0,31.2,33.4,64.0,-0.1
C_cb75c707,1,13,8213.24,1,33.9,21.2,35.0,-2.4
C_5a7f22fb,1,9,1975.03,0,67.6,17.9,83.0,2.6
C_bb9a042e,1,15,5851.14,0,69.5,10.3,62.0,8.2
C_978f10ee,1,9,5635.88,1,52.2,18.1,26.0,-8.7
C_1319121d,1,10,826.81,1,91.7,6.5,42.0,-2.4
C_d74182a6,1,7,9592.3,0,62.1,23.3,15.0,-9.4
C_333092df,1,6,3611.34,1,43.0,4.8,39.0,-4.3
C_9983f11b,0,8,13720.08,2,37.1,9.5,14.0,-3.9
C_ddd13323,1,12,11820.8,1,34.7,3.6,18.0,-5.3
C_c1d48f0c,1,9,3122.39,1,76.8,8.6,64.0,2.4
C_fc7807bd,1,11,25991.14,0,38.3,7.4,41.0,-0.8
C_32701692,1,15,13701.73,2,63.8,0.5,44.0,-6.6
C_330d92d5,0,12,1644.96,0,30.3,12.3,23.0,2.4
C_b1546160,1,11,10223.22,0,54.2,7.2,27.0,-3.7
C_13800537,1,14,5461.04,1,58.1,0.5,26.0,-6.2
C_d1b2041f,1,10,436.98,0,142.7,5.2,20.0,-9.1
C_a2011e20,1,4,2489.36,1,14.3,15.6,19.0,-11.8
C_38789fda,0,10,11964.25,0,88.3,0.5,13.0,-5.8
C_08cc528c,1,7,814.38,0,33.1,10.4,0.0,-2.6
C_23d72542,1,12,4286.87,0,107.2,23.5,33.0,2.6
C_a046e4f1,0,16,1447.18,0,35.6,7.7,11.0,-15.3
C_52c54032,0,10,237.11,0,96.3,26.6,77.0,8.2
C_4760fe9f,1,10,4111.5,0,67.8,22.8,2.0,-7.6
C_317630ba,1,15,7717.28,1,13.4,15.6,25.0,-5.3
C_58333e86,0,6,13118.51,1,67.0,11.8,53.0,-5.1
C_e14aa832,1,10,5118.44,0,78.0,12.1,-19.0,-6.8
C_da5d6fc0,0,8,222.85,1,80.6,16.9,54.0,-4.8
C_9c5083a5,1,11,14816.54,0,51.7,32.0,14.0,-4.4
C_824f613f,1,13,25599.27,2,150.8,17.0,8.0,-3.9
C_2f192e9e,1,15,2485.05,1,128.1,26.9,50.0,6.5
C_05e3bcc6,0,17,7055.6,2,71.8,0.5,52.0,-7.4
C_6e8cbfb2,1,11,5818.14,1,13.9,6.6,7.0,8.0
C_f6e1b05d,1,11,3561.99,1,25.0,12.2,27.0,0.3
C_6d6d754d,1,11,18799.45,1,50.6,25.4,65.0,-12.3
C_122de896,1,10,16666.13,1,56.6,0.5,24.0,-8.0
C_7cebb46b,1,10,11057.62,0,31.1,42.2,10.0,-8.7
C_7e404992,0,8,893.14,2,41.0,12.0,32.0,-3.1
C_3f396a03,0,11,9744.37,1,5.0,23.8,33.0,4.9
C_a88615aa,0,7,6855.04,1,5.0,11.8,29.0,1.9
C_4b266b9c,1,15,6689.26,2,60.5,3.8,46.0,-9.1
C_db08e7be,0,8,5907.61,0,115.7,29.1,19.0,4.3
C_89231014,1,9,12432.57,2,5.7,10.1,51.0,-9.3
C_9de49a81,1,13,5754.66,0,52.5,4.8,26.0,-8.4
C_7c4960cc,1,8,4294.11,2,59.4,15.8,-1.0,3.3
C_fbc3d072,0,11,798.9,1,73.0,18.0,75.0,3.2
C_0402b552,0,13,555.32,2,42.1,15.3,-4.0,1.9
C_445fc1e9,1,18,7220.81,0,21.5,16.2,56.0,-2.9
C_bd41926f,1,8,7244.14,1,82.6,15.8,31.0,-3.4
C_2fe65d43,1,11,10526.49,2,5.0,24.3,36.0,-10.0
C_b5529e85,0,14,2378.74,2,73.4,12.6,13.0,-3.1
C_83297034,0,13,9410.76,2,31.9,5.5,23.0,-7.0
C_abefc8f2,1,7,17753.27,1,68.5,19.2,55.0,-4.1
C_e7428b10,1,12,1006.61,0,100.6,0.5,7.0,10.8
C_66b515c7,1,12,55.11,0,36.0,18.0,22.0,-1.1
C_53c718b1,1,13,12941.77,1,47.1,27.1,61.0,-9.7
C_e213a4bf,0,12,17981.02,0,45.3,19.6,20.0,4.5
C_0c12dce5,0,16,5731.01,0,139.7,0.5,36.0,5.1
C_4a0ce613,1,12,1693.18,0,55.5,26.4,38.0,5.6
C_595b3c59,1,9,1178.75,1,53.9,6.5,13.0,-5.9
C_2f87be89,0,17,11543.61,0,57.0,14.0,46.0,-3.7
C_94c59824,1,9,16473.92,1,107.4,24.9,33.0,-10.6
C_430aa0ce,1,9,2561.77,0,37.7,5.8,15.0,6.4
C_b3d91754,1,7,14903.22,2,87.8,13.4,51.0,-2.3
C_f33e4306,0,9,36.76,0,33.4,0.5,39.0,-11.2
C_1acea84e,0,10,7352.86,1,31.0,10.1,33.0,6.9
C_9ae36255,1,8,3900.18,1,73.0,0.5,27.0,-7.1
C_57a47ea2,1,7,4146.49,2,102.5,16.8,-2.0,-5.4
C_1639c93d,1,10,4222.21,0,46.6,0.5,31.0,-9.3
C_bc3e70f8,1,8,2793.89,3,46.3,11.1,-21.0,-10.2
C_08d6a883,0,12,7694.8,1,82.2,6.3,53.0,-0.7
C_16fa72a5,0,12,2049.22,0,59.6,4.8,6.0,-7.2
C_5fef1cf5,1,11,1186.06,0,83.8,23.0,48.0,-12.1
C_c450cc32,0,6,8065.11,0,5.0,1.3,-0.0,2.9
C_282e5369,0,16,14394.25,2,23.6,6.6,3.0,0.0
C_34b45715,0,11,4840.3,1,57.8,13.9,16.0,7.7
C_60929c8b,1,8,8525.7,1,75.8,18.4,82.0,-5.2
C_4ef48545,1,15,10306.56,1,55.5,0.5,24.0,-2.8
C_3d88b9a1,0,14,10813.54,1,62.8,10.2,77.0,-1.7
C_01f13280,0,10,1674.67,1,81.2,19.6,47.0,-2.2
C_d8b86111,0,16,439.07,0,16.4,28.6,29.0,-1.5
